UTC_time,CH4_ppb_asrc,CO2_ppm_asrc,CO_ppb_asrc,CH4_ppb_rutgers,CO2_ppm_rutgers,CO_ppb_rutgers
2024-01-01 01:00:00,2147.75,447.96,233.66,2069.5,443.07,208.25
2024-01-01 02:00:00,2233.1,451.97,271.73,2074.34,444.05,204.57
2024-01-01 03:00:00,2263.27,452.82,260.46,2094.94,449.19,231.02
2024-01-01 04:00:00,2271.37,451.65,275.35,2101.47,449.45,240.15
2024-01-01 05:00:00,2257.58,456.63,297.05,2161.3,450.95,242.03
2024-01-01 06:00:00,2311.47,461.89,330.51,2266.54,456.15,270.23
2024-01-01 07:00:00,2224.06,456.57,285.61,2444.77,462.61,312.04
2024-01-01 08:00:00,2172.34,452.52,242.91,2508.85,463.56,314.22
2024-01-01 09:00:00,2185.09,452.01,243.5,2425.12,462.59,302.26
2024-01-01 10:00:00,2224.93,454.78,231.93,2393.97,465.76,309.72
2024-01-01 11:00:00,2198.03,454.14,258.7,2446.67,471.67,320.74
2024-01-01 12:00:00,2170.04,453.08,233.25,2413.3,474.39,322.55
2024-01-01 13:00:00,2220.19,454.55,242.96,2247.08,464.57,273.18
2024-01-01 14:00:00,2153.69,450.54,209.33,2149.07,452.56,214.26
2024-01-01 15:00:00,2334.82,462.48,315.02,2118.21,447.53,189.83
2024-01-01 16:00:00,2196.12,460.66,242.99,2124.75,443.28,188.73
2024-01-01 17:00:00,2314.46,457.07,305.56,2106.97,441.35,176.23
2024-01-01 18:00:00,2230.38,455.18,255.89,2104.55,439.86,174.06
2024-01-01 19:00:00,2190.41,453.39,255.74,2106.42,440.48,178.87
2024-01-01 20:00:00,2134.95,452.42,213.99,2106.49,440.56,182.45
2024-01-01 21:00:00,2136.15,457.95,231.06,2105.18,441.71,186.83
2024-01-01 22:00:00,2148.4,458.96,252.31,2108.15,443.73,204.25
2024-01-01 23:00:00,2138,460.28,254.26,2095.52,441.47,190.74
2024-01-02 00:00:00,2227.55,466.46,274.62,2086.64,442,189.13
2024-01-02 01:00:00,2208.68,457.17,252.2,2083.33,442.52,194.07
2024-01-02 02:00:00,2183.85,461.92,270.58,2083.32,441.75,192.22
2024-01-02 03:00:00,2215.89,459.46,246.33,2082.59,442.65,190.33
2024-01-02 04:00:00,2180.31,461.92,264.64,2072.96,440.62,179.83
2024-01-02 05:00:00,2141.27,460.07,251.09,2071.3,439.98,174.47
2024-01-02 06:00:00,2115.99,456.1,238.24,2073.72,441.19,176.58
2024-01-02 07:00:00,2116.63,456.68,230.6,2085.52,442.69,180.78
2024-01-02 08:00:00,2118.9,453.89,222.85,2083.93,442.86,183.48
2024-01-02 09:00:00,2116.96,452.71,220.45,2058.57,437.02,154.25
2024-01-02 10:00:00,2103.32,453.26,211.99,2063.11,439.56,157.59
2024-01-02 11:00:00,2105.76,456.47,223.23,2063.52,437.45,162.97
2024-01-02 12:00:00,2110.87,460.85,234.56,2067.67,438.72,183.5
2024-01-02 13:00:00,2102.31,463.61,249.92,2089.45,446.02,244.55
2024-01-02 14:00:00,2194.21,461.25,293.92,2072.73,442.68,209.82
2024-01-02 15:00:00,2207.99,460.86,286.95,2063.25,441.27,189.38
2024-01-02 16:00:00,2206.98,450.35,257.8,2044.72,435.57,161.81
2024-01-02 17:00:00,2169.55,451.72,322.01,2041.04,433.66,155.29
2024-01-02 18:00:00,2150.81,451.47,347.85,2047.01,434.5,157.62
2024-01-02 19:00:00,2157.57,452.38,275.41,2057.97,434.85,162.65
2024-01-02 20:00:00,2156.46,451.98,295.44,2052.03,434.77,165.21
2024-01-02 21:00:00,2192.94,454.09,303.8,2055.72,436.05,178.08
2024-01-02 22:00:00,2276.3,461.84,358.46,2064.35,439.69,201.5
2024-01-02 23:00:00,2179.25,464.89,418.73,2086.46,448.72,279.75
2024-01-03 00:00:00,2185.14,471.46,368.37,2095.04,447.89,236.53
2024-01-03 01:00:00,2178.75,465.63,327.61,2086.58,447.87,232.02
2024-01-03 02:00:00,2193.26,467.2,338.65,2100.49,452.16,265.75
2024-01-03 03:00:00,2227.44,461.59,298.53,2092.19,447.46,255.33
2024-01-03 04:00:00,2284.02,461.42,304.41,2087.61,447.69,224.15
2024-01-03 05:00:00,2327.76,457.61,281.45,2094.27,447.66,239.54
2024-01-03 06:00:00,2312.48,460.09,297,2091.63,445.71,206.25
2024-01-03 07:00:00,2231.84,463.13,268.5,2103.63,444.4,191.24
2024-01-03 08:00:00,2211.9,462.02,253.95,2112.33,444.24,198.99
2024-01-03 09:00:00,2224.17,466.75,289.4,2130.32,445.82,192.23
2024-01-03 10:00:00,2204.76,462.67,302.91,2121.56,446.57,192.95
2024-01-03 11:00:00,2201.37,463.39,276.73,2120.49,449.16,203.96
2024-01-03 12:00:00,2203.38,467,283.21,2130.56,451.87,227
2024-01-03 13:00:00,2178.74,458.4,270.33,2132.72,451.84,250.15
2024-01-03 14:00:00,2345.02,465.13,330.54,2135.48,455.48,261.63
2024-01-03 15:00:00,2272.32,462.75,324.26,2102.24,443.94,210.21
2024-01-03 16:00:00,2155.7,456.83,277.36,2080.72,436.63,172.87
2024-01-03 17:00:00,2148.22,450.42,223.86,2078.83,435.67,165.24
2024-01-03 18:00:00,2095.22,446.96,208.02,2080.88,436.51,170.38
2024-01-03 19:00:00,2127.98,451.42,214.55,2072.82,435.27,163.82
2024-01-03 20:00:00,2172.99,450.1,238.17,2079.7,436.24,170.46
2024-01-03 21:00:00,2203.05,452.09,237.04,2086.91,437.69,185.37
2024-01-03 22:00:00,2270.84,454.75,233.15,2076.14,437.18,184.97
2024-01-03 23:00:00,2207.8,457.47,286.93,2076.7,438.73,189.18
2024-01-04 00:00:00,2115.58,456.55,267.97,2076.89,439.67,188.56
2024-01-04 01:00:00,2113.74,456.06,276.66,2089.09,442.37,206.08
2024-01-04 02:00:00,2145.88,458.62,287.47,2085.34,440.56,188.62
2024-01-04 03:00:00,2198.14,460.92,328.08,2082.71,443.04,188.18
2024-01-04 04:00:00,2182.99,456.92,318.19,2086.16,443.7,190.52
2024-01-04 05:00:00,2115.27,446.55,212.62,2115.24,450.98,214.49
2024-01-04 06:00:00,2112.7,450.16,205.83,2164.13,462.92,259.72
2024-01-04 07:00:00,2150.12,445.95,195.91,2176.06,470.63,286.34
2024-01-04 08:00:00,2174.95,448.81,224.25,2183.31,472.95,302.47
2024-01-04 09:00:00,2314.83,455.53,244.45,2265.17,479.68,333.27
2024-01-04 10:00:00,2331.84,461.18,292.64,2331.97,497.92,364.21
2024-01-04 11:00:00,2320.56,462.19,295.21,2351.66,503.79,375.08
2024-01-04 12:00:00,2337.38,462.67,271.2,2401.67,516.88,447.19
2024-01-04 13:00:00,2186.82,457.41,247.61,2344.73,507.71,470.03
2024-01-04 14:00:00,2183.08,456.99,270.7,2289.27,502.4,465.36
2024-01-04 15:00:00,2177.04,459.12,267.15,2185.16,465.91,315.79
2024-01-04 16:00:00,2168.3,463.92,294.66,2176.79,453.98,238.8
2024-01-04 17:00:00,2167.9,456.27,258.76,2149.57,448.85,216.75
2024-01-04 18:00:00,2173.6,447.67,191.8,2083.84,437.68,165.63
2024-01-04 19:00:00,2191.59,444.97,188.43,2068.95,435.75,157.2
2024-01-04 20:00:00,2159.41,443.54,179.51,2060.69,436.5,161.01
2024-01-04 21:00:00,2136.1,443.47,189.42,2047.96,434.86,154.05
2024-01-04 22:00:00,2134.62,442.79,181.57,2041.62,434.88,157.79
2024-01-04 23:00:00,2085.11,442.05,186.29,2038.75,433.99,160.21
2024-01-05 00:00:00,2119.79,441.73,187.35,2037.1,432.42,151.62
2024-01-05 01:00:00,2119.92,439.43,172.46,2033.53,432.01,146.94
2024-01-05 02:00:00,2116.36,439.43,179.39,2035.27,432.08,148.33
2024-01-05 03:00:00,2132.03,439.17,172.35,2034.03,432.76,149.43
2024-01-05 04:00:00,2124.85,439.71,177.57,2029.91,430.26,142.94
2024-01-05 05:00:00,2124.1,439.66,169.4,2036.78,430.78,146.57
2024-01-05 06:00:00,2131.23,440.47,175.94,2046.76,432.52,151.42
2024-01-05 07:00:00,2118.08,438.34,167.66,2052.37,434.75,157.06
2024-01-05 08:00:00,2120.54,438.19,171.73,2045.41,432.1,148.03
2024-01-05 09:00:00,2106.39,441.39,187.3,2046.25,433.35,150.46
2024-01-05 10:00:00,2100.16,447.6,211.31,2063.85,438.61,179.43
2024-01-05 11:00:00,2099.51,447.78,227.08,2061.4,439.74,177.41
2024-01-05 12:00:00,2131.03,447.72,226.47,2066.41,441.33,200.34
2024-01-05 13:00:00,2133.82,459.02,275.94,2084.35,441.57,217.94
2024-01-05 14:00:00,2135.31,463.05,329.14,2077.41,440.61,214.37
2024-01-05 15:00:00,2128.26,453.87,281.26,2055.3,436.09,182.26
2024-01-05 16:00:00,2117.13,446.68,230.75,2041.74,432.78,159.17
2024-01-05 17:00:00,2072.8,442.27,231.16,2035.93,430.62,154.58
2024-01-05 18:00:00,2054.12,442.12,201.89,2035.83,429.99,151.41
2024-01-05 19:00:00,2057.18,440.38,204.01,2033.22,430.12,151.5
2024-01-05 20:00:00,2050.34,440.7,189.08,2037.03,429.8,153.25
2024-01-05 21:00:00,2060.21,443.77,229.81,2039.9,430.58,160.24
2024-01-05 22:00:00,2065.34,442.85,210.39,2044.32,433.5,167.46
2024-01-05 23:00:00,2082.32,445.19,233.29,2050.66,438.04,188.35
2024-01-06 00:00:00,2132.74,451.5,262.71,2070.64,443.4,228.66
2024-01-06 01:00:00,2215.51,464.77,360.05,2078.51,446.36,235.54
2024-01-06 02:00:00,2177.11,463.26,320.39,2099.88,449.43,249.34
2024-01-06 03:00:00,2203.44,463.6,333.78,2109.46,454.28,280.95
2024-01-06 04:00:00,2234.36,463.9,348.15,2122.23,456.79,275.49
2024-01-06 05:00:00,2232.06,460.27,314.89,2130.77,458.74,288
2024-01-06 06:00:00,2307.04,461.08,309.05,2248.36,471.85,352.32
2024-01-06 07:00:00,2343.78,465.54,323.54,2528.68,480.29,390.77
2024-01-06 08:00:00,2326.66,471.15,371.27,2642.21,481.36,411.79
2024-01-06 09:00:00,2313.03,471.23,361.84,2662.59,485.42,406.59
2024-01-06 10:00:00,2219.91,460.91,322.13,2653.37,515.72,520.62
2024-01-06 11:00:00,2343.6,472.01,391.93,2570.64,532.54,549.6
2024-01-06 12:00:00,2474.05,502.68,651.21,2563.04,541.41,535.42
2024-01-06 13:00:00,2363.9,505.92,608.29,4807.41,552.39,664.65
2024-01-06 14:00:00,2282.9,491.95,471.45,12381.49,539.22,583.61
2024-01-06 15:00:00,2158.21,468.82,365.81,4253.44,528.16,652.17
2024-01-06 16:00:00,2153.26,464.86,362.04,3322.92,510.08,564.52
2024-01-06 17:00:00,2135.13,462.66,323.5,3584.56,500.6,521.98
2024-01-06 18:00:00,2116.82,455.99,302.23,2912.87,492.79,492.61
2024-01-06 19:00:00,2109.76,452.67,288.83,2588.12,471.45,373.6
2024-01-06 20:00:00,2110.1,453.59,289.03,2313.32,455.1,288.4
2024-01-06 21:00:00,2096.97,449.53,251.62,2438.65,454.9,288.01
2024-01-06 22:00:00,2090.7,449.99,247.6,2549.22,459.4,305.87
2024-01-06 23:00:00,2087.71,450.27,246.59,2596.22,457.19,295.95
2024-01-07 00:00:00,2087.38,449.21,258.03,2737.24,452.17,273.36
2024-01-07 01:00:00,2087.95,446.48,258.45,2470.19,445.65,238.33
2024-01-07 02:00:00,2071.17,444.01,211.76,2230.7,444.37,215.66
2024-01-07 03:00:00,2071.04,442.35,210.17,2176.18,446.4,215.64
2024-01-07 04:00:00,2080.82,444.74,220.76,2108.76,443.47,201.14
2024-01-07 05:00:00,2091.45,445.7,247.59,2110.09,443.67,197.01
2024-01-07 06:00:00,2092.91,447.27,252.39,2139.27,444.86,211.06
2024-01-07 07:00:00,2086.94,446.21,249.69,2143.65,442.33,199.03
2024-01-07 08:00:00,2086.46,446.17,254.15,2124.18,440.41,191.5
2024-01-07 09:00:00,2083.57,445.06,241.24,2097.74,439.25,183.68
2024-01-07 10:00:00,2084.86,446.53,255.93,2088.38,439.19,183.62
2024-01-07 11:00:00,2086.15,449.17,260.82,2081.72,439.81,186.8
2024-01-07 12:00:00,2088.01,451.14,293.64,2082.25,440.24,188.54
2024-01-07 13:00:00,2069.22,445.13,262.81,2066.35,438.12,177.72
2024-01-07 14:00:00,2069.21,447.4,255.43,2057.65,437.16,172.41
2024-01-07 15:00:00,2092.68,450.47,280.91,2063.41,439.87,192.29
2024-01-07 16:00:00,2084.22,452.08,238.07,2057.49,437.81,188.47
2024-01-07 17:00:00,2114.51,459.1,310.93,2066.04,439.34,197.19
2024-01-07 18:00:00,2148.19,455.13,327.81,2057.39,438.05,189.35
2024-01-07 19:00:00,2091.96,449.86,248.14,2054.45,436.46,187.44
2024-01-07 20:00:00,2105.43,454.29,267.92,2051.67,436.69,193.02
2024-01-07 21:00:00,2114.57,455.28,266.06,2091.76,441.77,236.67
2024-01-07 22:00:00,2131.79,453.76,259.08,2159.5,446.91,248.85
2024-01-07 23:00:00,2067.44,448.49,224.16,2133.54,443.43,216.76
2024-01-08 00:00:00,2112.42,459.54,255.02,2116.34,441.35,199.69
2024-01-08 01:00:00,2096.27,454.23,263.1,2108.24,442.6,203.58
2024-01-08 02:00:00,2119.5,453.59,267.23,2083.17,439.26,186.67
2024-01-08 03:00:00,2110.58,449.09,275.06,2080.04,439.4,183.63
2024-01-08 04:00:00,2106.05,450.07,260.19,2081.37,438.83,180.66
2024-01-08 05:00:00,2102.92,447.1,255.34,2086.39,439.62,177.19
2024-01-08 06:00:00,2159.16,447.7,303.31,2090.2,441.08,183.02
2024-01-08 07:00:00,2182.96,447.62,289.95,2113.05,446.71,196.77
2024-01-08 08:00:00,2192.11,449.34,326.21,2118.78,444.77,190.15
2024-01-08 09:00:00,2149.9,445.52,305.5,2104.53,443.95,179.6
2024-01-08 10:00:00,2111.36,440.71,199.45,2080.06,439.89,168.81
2024-01-08 11:00:00,2107.34,441.4,227.69,2072.15,440.34,174.29
2024-01-08 12:00:00,2126.72,445.29,278.7,2072.63,443.17,191.68
2024-01-08 13:00:00,2127.23,447.03,249.25,2079.63,443.63,211.09
2024-01-08 14:00:00,2152.09,449.14,261.53,2078.59,444.4,199.83
2024-01-08 15:00:00,2121.18,445.91,230.73,2065.23,438.79,174.15
2024-01-08 16:00:00,2092.5,443.79,207.08,2060.69,436.66,164.16
2024-01-08 17:00:00,2139.56,446.37,250,2055.51,435.81,161
2024-01-08 18:00:00,2144.46,446.21,237.88,2048.12,434.53,155.29
2024-01-08 19:00:00,2091.34,443.62,197.06,2051.01,434.97,157.75
2024-01-08 20:00:00,2078.47,445.04,191.62,2048.81,434.17,154.38
2024-01-08 21:00:00,2146.35,449.19,266.99,2052.47,435.12,166.62
2024-01-08 22:00:00,2131.26,451.51,244.55,2052.29,439.38,210.03
2024-01-08 23:00:00,2187.87,460.63,361.35,2072.4,450.65,300.08
2024-01-09 00:00:00,2221.91,466.75,370.26,2082.4,453.16,314.55
2024-01-09 01:00:00,2206.08,472.74,401.13,2100.97,456.65,304.11
2024-01-09 02:00:00,2217.73,481.66,466.11,2144.15,469.84,355.11
2024-01-09 03:00:00,2266.86,484.05,456.68,2184.39,497.07,450.71
2024-01-09 04:00:00,2230.35,469.25,406.18,2220.15,516.55,523.28
2024-01-09 05:00:00,2400.07,491.05,618.06,2309.79,511.81,472.8
2024-01-09 06:00:00,2512.16,493.92,630,2215.61,497.48,427.34
2024-01-09 07:00:00,2524.99,530.45,733.33,2252.73,511.06,470.76
2024-01-09 08:00:00,2728.64,588.05,1092.26,2240.32,539.29,580.52
2024-01-09 09:00:00,2829.35,608.11,1220.17,2470.56,548.44,656.07
2024-01-09 10:00:00,2595.44,563.73,936.22,6883.44,590.94,691.75
2024-01-09 11:00:00,2506.01,531.91,642.74,8008.21,573.44,698.8
2024-01-09 12:00:00,2449.47,538.33,804.18,10705.71,581.16,765.36
2024-01-09 13:00:00,2373.51,536.71,741.66,8324.99,558.09,719.74
2024-01-09 14:00:00,2257.41,507.59,533.61,5079.17,527.16,596.09
2024-01-09 15:00:00,2274.83,497.21,524.53,2430.44,479.98,383.38
2024-01-09 16:00:00,2189.3,473.61,389.51,2098.42,449.8,232.14
2024-01-09 17:00:00,2108.58,453.65,262.96,2056.4,438.42,176.46
2024-01-09 18:00:00,2102.88,451.71,248.71,2052.22,436.52,169.43
2024-01-09 19:00:00,2100.28,450.44,238.8,2053.8,437.11,175.54
2024-01-09 20:00:00,2104.64,450.13,237.59,2049.69,435.98,167.13
2024-01-09 21:00:00,2096.51,449.13,232.93,2043.75,434.6,159.56
2024-01-09 22:00:00,2092.87,448.15,228.05,2036.42,433.01,151.89
2024-01-09 23:00:00,2083.44,445.08,213.31,2027.31,431.1,143.24
2024-01-10 00:00:00,2069.13,442.53,195.13,2038.14,429.7,137.54
2024-01-10 01:00:00,2058.59,441.89,187.52,2025.37,428.5,133.09
2024-01-10 02:00:00,2065.54,444.39,193.53,2018.5,428.15,130.37
2024-01-10 03:00:00,2107.66,436.31,166.51,2020.24,427.95,128.13
2024-01-10 04:00:00,2043.29,432.77,145.95,2022.7,427.89,125.81
2024-01-10 05:00:00,2073.28,438.74,172.34,2022.7,429.45,130.27
2024-01-10 06:00:00,2156.47,446.38,210.33,2025.22,429.07,125.09
2024-01-10 07:00:00,2093.98,435.86,153.36,2031.37,428.55,123.63
2024-01-10 08:00:00,2085.31,437.19,152.01,2016.98,428.5,120.72
2024-01-10 09:00:00,2117.08,441.86,182.64,2067.94,429.69,122.38
2024-01-10 10:00:00,2180.67,439.98,160.46,2081.98,431.41,133.58
2024-01-10 11:00:00,2193.14,437.4,148.13,2082.7,433.26,145.5
2024-01-10 12:00:00,2199.02,441.08,182.22,2091.34,434.17,153.68
2024-01-10 13:00:00,2175.92,441.96,189.23,2089.74,434.05,153.63
2024-01-10 14:00:00,2177.06,440.08,176.14,2098.42,433.96,151.68
2024-01-10 15:00:00,2203.74,439.33,168.67,2108.61,434.59,151.87
2024-01-10 16:00:00,2179.9,440.32,169.23,2116.62,435.71,153.17
2024-01-10 17:00:00,2166.8,442.05,178,2126.07,438.06,158.89
2024-01-10 18:00:00,2162.95,443.43,175.68,2122.27,438.64,165.04
2024-01-10 19:00:00,2162.33,446.12,189.55,2131.04,440.7,175.43
2024-01-10 20:00:00,2193.18,450.26,225.77,2133.4,441.98,184.55
2024-01-10 21:00:00,2189.04,451.19,220.57,2125.97,441.78,186.47
2024-01-10 22:00:00,2187.21,451.72,236.99,2117.27,441.2,183.37
2024-01-10 23:00:00,2163.19,448.87,223.33,2107.78,440.48,179.71
2024-01-11 00:00:00,2125.41,444.95,198.09,2099.48,439.36,175.52
2024-01-11 01:00:00,2109.25,442.42,184.82,2092.33,438.88,180.45
2024-01-11 02:00:00,2082.85,439.21,172.76,2086.67,438.27,177.92
2024-01-11 03:00:00,2093.51,439.68,179.79,2062.15,435.22,166.77
2024-01-11 04:00:00,2122.62,441.05,202.05,2050.02,433.62,155.44
2024-01-11 05:00:00,2111.39,438.97,179.15,2047.71,433.31,154.54
2024-01-11 06:00:00,2120.3,438.74,174.75,2048.66,433.37,150.57
2024-01-11 07:00:00,2111.58,437.3,167.28,2048.37,433.3,149.89
2024-01-11 08:00:00,2108.17,437.03,161.33,2045.42,433.16,153.23
2024-01-11 09:00:00,2080.42,436.15,154.76,2044.91,433.25,151.22
2024-01-11 10:00:00,2065.69,437.01,155.54,2044.18,433.34,150.72
2024-01-11 11:00:00,2092.49,439.87,181.25,2043.05,434.15,158.67
2024-01-11 12:00:00,2129.13,443.38,207.44,2047.3,436.12,173.99
2024-01-11 13:00:00,2190.81,449.77,255.93,2050.55,437.2,183.75
2024-01-11 14:00:00,2176.29,456.61,301.46,2058.95,438,181.07
2024-01-11 15:00:00,2119.57,449.08,240.51,2047.97,434.41,171.64
2024-01-11 16:00:00,2077.65,443.89,196.94,2051.45,433.51,156.32
2024-01-11 17:00:00,2077.35,443.41,197.47,2068.92,434.8,164.45
2024-01-11 18:00:00,2078.58,440.76,185.19,2086.42,435.91,166.07
2024-01-11 19:00:00,2097.7,441.91,186.96,2080.34,434.56,153.46
2024-01-11 20:00:00,2111.97,448.03,205.01,2079.31,435.03,157.99
2024-01-11 21:00:00,2119.99,450.91,229.09,2088.69,436.33,168.51
2024-01-11 22:00:00,2118.38,453.91,228.66,2114.18,439.23,181.43
2024-01-11 23:00:00,2130.33,457.68,277.89,2104.89,442.61,200.14
2024-01-12 00:00:00,2145.9,462.29,265.14,2127.85,443.62,198.45
2024-01-12 01:00:00,2147.91,461.74,281.72,2099.69,442.66,183.58
2024-01-12 02:00:00,2175.65,467.12,292.19,2108.58,442.47,186.46
2024-01-12 03:00:00,2238.95,473.66,342.88,2096.59,442.93,189.47
2024-01-12 04:00:00,2204.29,467.42,330.42,2163.07,449.76,213.39
2024-01-12 05:00:00,2216.34,465.97,302.26,2252.63,452.73,224.47
2024-01-12 06:00:00,2213.31,465.42,285.86,2255.12,456.36,254.28
2024-01-12 07:00:00,2224.8,461.29,279.94,2227.35,460.59,277.68
2024-01-12 08:00:00,2240.6,458.95,266.16,2159.69,454.74,243.69
2024-01-12 09:00:00,2265.62,457.05,250.68,2170.63,456.6,232.46
2024-01-12 10:00:00,2258.71,455.48,247.53,2167.3,459.7,230.28
2024-01-12 11:00:00,2291.62,458.95,283.46,2198.61,466.49,253.85
2024-01-12 12:00:00,2289.44,464.86,294.96,2180.54,466.48,263.48
2024-01-12 13:00:00,2349.78,487.27,409.99,2325.85,507.5,507.51
2024-01-12 14:00:00,2323.1,486.73,419.39,2246.35,492.68,375.41
2024-01-12 15:00:00,2227.84,470.73,321.51,2312.63,503.33,544.07
2024-01-12 16:00:00,2152.01,460,243.09,2141.38,453.46,261.51
2024-01-12 17:00:00,2155.67,461.73,277.84,2184.91,448.46,216.47
2024-01-12 18:00:00,2152.82,455.88,283.98,2391.86,451.05,222.23
2024-01-12 19:00:00,2148.57,455.6,284.24,2175.07,447.63,221.44
2024-01-12 20:00:00,2160.36,450.45,245.33,2249.87,451.83,257.3
2024-01-12 21:00:00,2170.05,450.51,237.18,2152.33,449,241.08
2024-01-12 22:00:00,2187.26,454.91,260.39,2163.3,451.28,249.25
2024-01-12 23:00:00,2161.4,459.15,279.22,2172.03,458.71,301.04
2024-01-13 00:00:00,2173.75,460.02,305.12,2151.38,451.03,241.52
2024-01-13 01:00:00,2155.5,455.52,267.41,2115.83,444.53,189.97
2024-01-13 02:00:00,2179.69,453.33,275.91,2140.41,441.65,181.59
2024-01-13 03:00:00,2138.03,450.7,250.75,2256.79,438.39,166.38
2024-01-13 04:00:00,2123.58,445.86,217.44,2114.01,437.81,157.98
2024-01-13 05:00:00,2125.21,442.69,194.92,2082.81,437.97,149.58
2024-01-13 06:00:00,2124.37,440.88,181.73,2063.75,433.71,143.03
2024-01-13 07:00:00,2111.76,440.27,183.08,2057.13,433.1,138.76
2024-01-13 08:00:00,2147.36,441.01,186.34,2430.5,434.37,143.45
2024-01-13 09:00:00,2109.49,440.88,190.29,2124.44,435.12,142.31
2024-01-13 10:00:00,2121.04,442.74,202.7,2097.9,433.23,138.26
2024-01-13 11:00:00,2118.98,440.23,185.03,2031.57,430.23,128.36
2024-01-13 12:00:00,2114.32,447.15,199.91,2024.78,429.74,126.81
2024-01-13 13:00:00,2172.78,454.58,237.96,2034.58,431.29,134.89
2024-01-13 14:00:00,2230.88,458.87,285.1,2066.52,433.44,141.24
2024-01-13 15:00:00,2135.17,446.56,215.74,2081.64,434.91,154.33
2024-01-13 16:00:00,2105.89,442.05,187.42,2069.92,432.51,152.66
2024-01-13 17:00:00,2117.16,439.9,176.43,2067.06,432.29,153.22
2024-01-13 18:00:00,2123.86,437.28,170.08,2080.15,433.68,154.9
2024-01-13 19:00:00,2150.71,441.31,197.33,2094.67,434.18,155.37
2024-01-13 20:00:00,2128.19,439.7,181.01,2087.89,434.03,153.2
2024-01-13 21:00:00,2117.23,437.32,166.03,2092.42,435.01,153.74
2024-01-13 22:00:00,2130.66,439.48,173.79,2103.26,437.3,160.9
2024-01-13 23:00:00,2122.42,440.29,178.18,2099.69,437.88,159.27
2024-01-14 00:00:00,2101.29,439.21,167.28,2096.09,437.9,158.21
2024-01-14 01:00:00,2106.26,439.71,169.22,2088.79,436.98,155.86
2024-01-14 02:00:00,2111.04,439.7,169.19,2079.63,435.73,152.53
2024-01-14 03:00:00,2093.93,438.36,172.34,2078.58,435.58,154.54
2024-01-14 04:00:00,2091.97,438.87,171.68,2076.97,435.76,154.57
2024-01-14 05:00:00,2083.81,437.92,168.29,2078.03,435.43,152.95
2024-01-14 06:00:00,2098.5,439.39,172.03,2084.51,436.47,156.98
2024-01-14 07:00:00,2091.15,437.94,169.96,2087.09,436.81,157.08
2024-01-14 08:00:00,2133.44,440.93,179.48,2084.73,436.12,153.25
2024-01-14 09:00:00,2093.69,437.35,170.26,2088.37,436.21,153.13
2024-01-14 10:00:00,2181.73,442.99,180.78,2087.93,437.74,157.26
2024-01-14 11:00:00,2219.66,450.52,220.1,2092.91,440.01,162.15
2024-01-14 12:00:00,2165.35,452.67,231.3,2095.92,440.51,166.68
2024-01-14 13:00:00,2165.62,457.69,248.23,2115.89,441.39,165.35
2024-01-14 14:00:00,2150.44,454.72,239.4,2086.72,438.88,157.5
2024-01-14 15:00:00,2127.17,451.29,230.91,2056.86,434.84,151.69
2024-01-14 16:00:00,2108.12,449.12,225.35,2049.28,433.52,151.47
2024-01-14 17:00:00,2092.95,445.09,221.87,2056.86,432.81,147.26
2024-01-14 18:00:00,2094.84,442.61,186.1,2072.84,434.34,154.77
2024-01-14 19:00:00,2099.14,440.63,181.84,2070.89,434.52,156.61
2024-01-14 20:00:00,2103.01,439.2,180.93,2065.91,433.56,153.85
2024-01-14 21:00:00,2066.18,434.76,157.7,2036.77,430.01,140.66
2024-01-14 22:00:00,2053.86,433.58,151.65,2034.65,430.67,143.65
2024-01-14 23:00:00,2096.78,435.85,162.57,2049.22,433.43,153.72
2024-01-15 00:00:00,2099.9,436.52,164.1,2052.09,434.41,159.35
2024-01-15 01:00:00,2082.02,437.08,162.26,2053.17,434.54,152.25
2024-01-15 02:00:00,2082.21,440.19,176.94,2057.23,435.38,153.72
2024-01-15 03:00:00,2080.34,440.34,174.03,2055.73,434.28,155.92
2024-01-15 04:00:00,2082.68,441.49,180.49,2062.06,436.1,163.2
2024-01-15 05:00:00,2081.85,444.75,190.11,2067.4,438.13,170.67
2024-01-15 06:00:00,2089.28,442.73,179.71,2070.45,437.27,164.29
2024-01-15 07:00:00,2170.12,439.52,173.94,2076.28,438.25,169.69
2024-01-15 08:00:00,2162.78,439.59,175.55,2076.4,437.34,171.13
2024-01-15 09:00:00,2106.22,443.71,191.63,2083.95,438.47,166.54
2024-01-15 10:00:00,2093.93,441.12,177.98,2077.03,437.87,164.25
2024-01-15 11:00:00,2105.38,443.29,181.68,2068.6,437.38,164.37
2024-01-15 12:00:00,2113.22,444.8,199.59,2069.21,439.24,182.84
2024-01-15 13:00:00,2188.89,446,221.59,2081.82,443.03,206.06
2024-01-15 14:00:00,2165.84,445.05,208.38,2076.62,441.28,196.2
2024-01-15 15:00:00,2244.62,446.41,220.7,2060.76,435.67,164.42
2024-01-15 16:00:00,2166.47,447.77,230.24,2058.36,434.96,162.13
2024-01-15 17:00:00,2152.22,448.84,222.23,2060.41,435,161.38
2024-01-15 18:00:00,2140.26,449.15,232.23,2061.29,435.65,164.35
2024-01-15 19:00:00,2123.22,447.31,213.64,2066.68,436.13,167.86
2024-01-15 20:00:00,2140.32,450.85,243.53,2069.92,436.66,171.94
2024-01-15 21:00:00,2137.86,449.38,224.26,2072.64,437.06,174.75
